,Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Machine_failure,TWF,HDF,PWF,OSF,RNF,Failure_type
5384,Medium,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,NF
5385,High,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,NF
5386,Low,302.9,312.2,1469,42.0,214,0,0,0,0,0,0,NF
5387,Low,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,NF
5388,Medium,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,NF
5389,Low,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,NF
5390,High,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,NF
5391,Low,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,NF
5392,Low,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,NF
5393,Low,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,NF
5395,Low,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,NF
5396,Low,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,NF
5397,Medium,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,NF
5398,Low,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,NF
5399,High,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,OSF
5400,Low,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,OSF
5402,Low,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,NF
5403,Low,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,NF
5404,High,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,NF
5405,Low,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,NF
5406,Low,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,NF
5407,Low,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,NF
5408,Low,302.6,312.4,1628,33.0,15,0,0,0,0,0,0,NF
5409,Low,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,NF
5410,Medium,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,NF
5411,Low,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,NF
5412,Low,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,NF
5413,High,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,NF
5414,Low,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,NF
5415,Medium,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,NF
5416,Low,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,NF
5417,Low,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,NF
5418,Low,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,NF
5419,Low,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,NF
5420,Low,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,NF
5421,Medium,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,NF
5422,Medium,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,NF
5423,Low,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,NF
5424,Low,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,NF
5425,Low,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,NF
5426,Low,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,NF
5427,Low,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,NF
5428,Low,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,NF
5429,Low,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,NF
5430,Low,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,NF
5431,Low,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,NF
5432,Low,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,NF
5433,Low,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,NF
5434,Low,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,NF
5435,Medium,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,NF
5436,Medium,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,NF
5437,Medium,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,NF
5438,Low,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,NF
5439,Low,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,NF
5440,High,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,NF
5441,Medium,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,NF
5442,Low,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,NF
5443,Medium,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,NF
5444,Low,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,NF
5445,Medium,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,NF
5446,Low,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,NF
5447,Low,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,NF
5448,Low,303.0,312.7,1551,41.8,111,0,0,0,0,0,0,NF
5449,Low,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,NF
5450,High,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,NF
5451,Low,303.0,312.7,1361,48.8,120,0,0,0,0,0,0,NF
5452,Medium,303.0,312.7,1553,35.8,122,0,0,0,0,0,0,NF
5453,Low,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,NF
5454,Low,303.0,312.5,1461,40.2,127,0,0,0,0,0,0,NF
5455,Medium,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,NF
5456,Medium,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,NF
5457,Medium,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,NF
5458,Low,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,NF
5459,Low,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,NF
5460,Medium,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,NF
5461,Medium,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,NF
5462,Low,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,NF
5463,Low,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,NF
5464,Medium,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,NF
5465,Low,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,NF
5466,Medium,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,NF
5467,Low,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,NF
5468,Low,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,NF
5469,Medium,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,NF
5470,Medium,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,NF
5471,Low,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,NF
5472,Low,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,NF
5473,Low,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,NF
5474,Medium,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,NF
5475,Low,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,NF
5476,Medium,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,NF
5477,Low,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,NF
5478,Low,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,NF
5479,Medium,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,NF
5480,High,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,NF
5481,Low,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,NF
5482,Low,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,NF
5483,Medium,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,NF
5484,Medium,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,NF
5485,Low,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,NF
5486,Low,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,NF
5487,Medium,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,NF
5488,Low,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,OSF
5489,Low,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,NF
5490,Low,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,PWF
5491,Medium,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,NF
5492,Medium,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,NF
5493,Low,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,NF
5494,Low,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,NF
5495,High,302.9,312.5,1357,55.0,12,0,0,0,0,0,1,NF
5496,Medium,302.9,312.5,1924,24.0,17,0,0,0,0,0,0,NF
5497,Medium,302.9,312.5,1551,40.0,20,0,0,0,0,0,0,NF
5498,Medium,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,NF
5499,High,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,NF
5500,Low,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,NF
5501,Low,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,NF
5502,Low,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,NF
5503,High,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,NF
5504,Low,302.8,312.2,1458,51.0,42,0,0,0,0,0,0,NF
5505,Low,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,NF
5506,Low,302.9,312.2,1677,30.5,46,0,0,0,0,0,0,NF
5507,Low,302.8,312.1,1520,39.9,48,0,0,0,0,0,0,NF
5508,Low,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,NF
5509,Low,302.8,312.2,1509,36.5,52,0,0,0,0,0,1,NF
5510,Low,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,NF
5511,Low,302.8,312.1,1958,20.3,56,0,0,0,0,0,0,NF
5512,Low,302.8,312.2,1682,30.9,58,0,0,0,0,0,0,NF
5513,Medium,302.8,312.2,1452,50.3,60,0,0,0,0,0,0,NF
5514,Low,302.7,312.0,1828,24.0,63,0,0,0,0,0,0,NF
5515,High,302.7,312.0,1484,41.5,65,0,0,0,0,0,0,NF
5516,Low,302.6,312.0,1674,32.2,70,0,0,0,0,0,0,NF
5517,Low,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,NF
5518,Medium,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,NF
5519,Low,302.5,311.9,1452,47.4,77,0,0,0,0,0,0,NF
5520,Medium,302.6,312.0,1496,45.0,79,0,0,0,0,0,0,NF
5521,Low,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,NF
5522,Low,302.6,311.9,1453,39.1,84,0,0,0,0,0,0,NF
5523,Medium,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,NF
5524,Low,302.6,311.9,1633,30.9,89,0,0,0,0,0,0,NF
5525,Medium,302.6,312.0,1363,45.7,91,0,0,0,0,0,0,NF
5526,Low,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,NF
5527,Medium,302.5,311.9,1532,38.8,96,0,0,0,0,0,0,NF
5528,Low,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,NF
5529,Medium,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,NF
5530,Medium,302.3,311.8,1355,50.1,104,0,0,0,0,0,0,NF
5531,Medium,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,NF
5532,Low,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,NF
5533,Low,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,NF
5534,Medium,302.3,311.7,1494,37.1,114,0,0,0,0,0,0,NF
5535,Low,302.3,311.7,1465,43.5,117,0,0,0,0,0,0,NF
5536,Medium,302.3,311.8,1363,54.0,119,1,0,0,0,0,0,NF
5537,Low,302.4,311.8,1648,30.0,122,0,0,0,0,0,0,NF
5538,Medium,302.3,311.8,1879,23.0,124,0,0,0,0,0,0,NF
5539,High,302.3,311.7,1482,39.0,127,0,0,0,0,0,0,NF
5540,Low,302.4,311.8,1493,38.4,132,0,0,0,0,0,0,NF
5541,Low,302.4,311.8,1433,42.2,134,0,0,0,0,0,0,NF
5542,Low,302.3,311.7,1400,41.6,136,0,0,0,0,0,0,NF
5543,Low,302.4,311.8,1255,59.0,138,0,0,0,0,0,0,NF
5544,Low,302.2,311.7,1471,45.6,140,0,0,0,0,0,0,NF
5545,High,302.2,311.6,1357,44.2,142,0,0,0,0,0,0,NF
5546,Low,302.3,311.7,1453,41.2,147,0,0,0,0,0,0,NF
5547,Medium,302.3,311.7,1540,28.9,149,0,0,0,0,0,0,NF
5548,Low,302.3,311.8,1605,35.2,152,0,0,0,0,0,0,NF
5549,High,302.3,311.9,1374,52.4,154,0,0,0,0,0,0,NF
5550,Medium,302.3,311.9,1508,42.3,159,0,0,0,0,0,0,NF
5551,High,302.4,311.9,1366,47.3,162,0,0,0,0,0,0,NF
5552,High,302.5,312.0,1579,35.7,167,0,0,0,0,0,0,NF
5553,Low,302.5,311.9,1306,59.7,172,0,0,0,0,0,1,NF
5554,Medium,302.5,312.0,1521,40.2,174,0,0,0,0,0,0,NF
5555,Low,302.5,312.0,1411,44.2,177,0,0,0,0,0,0,NF
5556,High,302.5,312.0,1357,42.0,179,0,0,0,0,0,0,NF
5557,Medium,302.5,312.0,1436,43.5,184,0,0,0,0,0,0,NF
5558,Low,302.5,311.9,1553,40.1,187,0,0,0,0,0,0,NF
5559,Medium,302.5,312.0,1451,43.2,189,0,0,0,0,0,0,NF
5560,Low,302.4,311.9,1541,37.9,192,0,0,0,0,0,0,NF
5561,Medium,302.3,311.7,1341,46.3,194,0,0,0,0,0,0,NF
5562,Low,302.3,311.7,1648,32.1,197,0,0,0,0,0,0,NF
5563,Medium,302.3,311.7,1640,31.5,199,0,0,0,0,0,0,NF
5564,Low,302.4,311.8,1416,46.1,202,0,0,0,0,0,0,NF
5565,Low,302.4,311.9,1671,29.9,204,0,0,0,0,0,0,NF
5566,Low,302.4,312.0,1457,45.5,206,0,0,0,0,0,0,NF
5567,Medium,302.5,312.0,1445,54.8,0,0,0,0,0,0,0,NF
5568,Low,302.5,312.1,1534,38.6,3,0,0,0,0,0,0,NF
5569,Low,302.4,312.0,1508,36.9,5,0,0,0,0,0,0,NF
5570,Medium,302.4,312.1,1492,47.7,7,0,0,0,0,0,0,NF
5571,Low,302.4,312.0,1562,37.9,10,0,0,0,0,0,0,NF
5572,Low,302.4,312.0,1545,36.4,12,0,0,0,0,0,0,NF
5573,Low,302.5,312.2,1738,25.3,14,0,0,0,0,0,0,NF
5574,Low,302.4,312.0,1305,49.1,16,0,0,0,0,0,0,NF
5575,High,302.4,312.0,1477,39.7,18,0,0,0,0,0,0,NF
5576,High,302.4,312.0,1457,43.4,23,0,0,0,0,0,0,NF
5577,Low,302.4,312.1,1455,40.4,28,0,0,0,0,0,0,NF
5578,Low,302.5,312.2,1574,38.7,30,0,0,0,0,0,0,NF
5579,Low,302.6,312.2,1695,27.1,32,0,0,0,0,0,0,NF
5580,Medium,302.6,312.2,1458,38.8,34,0,0,0,0,0,0,NF
5581,Medium,302.5,312.1,1454,47.6,37,0,0,0,0,0,0,NF
5582,Low,302.5,312.0,2052,18.9,40,0,0,0,0,0,0,NF
5583,Low,302.5,312.0,1673,29.9,42,0,0,0,0,0,0,NF
5584,Low,302.4,311.9,1578,29.9,44,0,0,0,0,0,0,NF
5585,Medium,302.5,312.0,1642,29.1,46,0,0,0,0,0,0,NF
5586,Medium,302.4,311.8,1557,31.5,49,0,0,0,0,0,0,NF
5587,Low,302.5,311.9,1481,42.9,52,0,0,0,0,0,0,NF
5588,Medium,302.5,311.8,1566,37.6,54,0,0,0,0,0,0,NF
5589,Medium,302.5,311.9,1298,57.5,57,0,0,0,0,0,0,NF
5590,Medium,302.5,311.9,1340,59.4,60,0,0,0,0,0,0,NF
5591,Low,302.5,312.0,1574,33.8,63,0,0,0,0,0,0,NF
5592,Low,302.5,311.9,1437,46.7,65,0,0,0,0,0,0,NF
5593,Low,302.6,311.9,1354,48.0,67,0,0,0,0,0,0,NF
5594,Low,302.6,311.9,1598,35.5,69,0,0,0,0,0,0,NF
5595,Medium,302.7,312.0,1944,21.4,71,0,0,0,0,0,0,NF
5596,Medium,302.7,312.0,1538,36.7,74,0,0,0,0,0,0,NF
5597,Low,302.7,312.0,1501,37.0,77,0,0,0,0,0,0,NF
5598,Low,302.8,312.1,1441,52.1,79,0,0,0,0,0,0,NF
5599,Medium,302.7,312.0,1652,31.0,81,0,0,0,0,0,0,NF
5600,Low,302.8,312.1,1487,36.6,84,0,0,0,0,0,0,NF
5601,Low,302.9,312.2,1605,33.9,86,0,0,0,0,0,0,NF
5602,Low,302.9,312.1,1334,54.7,88,0,0,0,0,0,0,NF
5603,Low,302.9,312.2,1340,57.8,90,0,0,0,0,0,0,NF
5604,Low,302.9,312.2,1513,37.8,92,0,0,0,0,0,0,NF
5605,Low,302.9,312.2,1510,41.4,94,0,0,0,0,0,0,NF
5606,Low,302.9,312.2,1729,23.6,96,0,0,0,0,0,0,NF
5607,Medium,302.9,312.2,1745,25.5,98,0,0,0,0,0,0,NF
5608,Medium,303.1,312.3,1623,31.6,101,0,0,0,0,0,0,NF
5609,Medium,303.1,312.4,1378,50.1,104,0,0,0,0,0,0,NF
5610,Low,303.1,312.4,1407,41.2,107,0,0,0,0,0,0,NF
5611,Medium,303.0,312.3,1674,29.5,109,0,0,0,0,0,0,NF
5612,Low,303.0,312.3,1486,42.4,112,0,0,0,0,0,0,NF
5613,Medium,303.0,312.3,1483,38.8,114,0,0,0,0,0,0,NF
5614,High,303.0,312.2,1624,28.8,117,0,0,0,0,0,0,NF
5615,Medium,303.0,312.2,1257,71.3,122,1,0,0,1,0,0,PWF
5616,Low,303.0,312.3,1480,41.4,125,0,0,0,0,0,0,NF
5617,Low,303.1,312.4,1404,61.5,127,1,0,0,1,0,0,PWF
5618,Medium,303.0,312.4,1645,29.6,129,0,0,0,0,0,0,NF
5619,Low,303.0,312.3,1932,21.9,132,0,0,0,0,0,0,NF
5620,Low,303.0,312.3,1533,38.5,134,0,0,0,0,0,0,NF
5621,Medium,302.9,312.2,1292,54.4,136,0,0,0,0,0,0,NF
5622,Low,302.9,312.2,1571,40.6,139,0,0,0,0,0,0,NF
5623,Low,302.9,312.3,1578,36.3,141,0,0,0,0,0,0,NF
5624,Medium,302.8,312.2,1469,36.9,143,0,0,0,0,0,0,NF
5625,Low,302.7,312.1,1728,24.4,146,0,0,0,0,0,0,NF
5626,High,302.7,312.1,1603,32.5,148,0,0,0,0,0,0,NF
5627,Low,302.7,312.1,1597,39.8,153,0,0,0,0,0,0,NF
5628,Low,302.7,312.1,1688,32.0,155,0,0,0,0,0,0,NF
5629,Low,302.7,312.2,1405,51.4,157,0,0,0,0,0,0,NF
5630,Medium,302.8,312.2,1615,32.9,159,0,0,0,0,0,0,NF
5631,Low,302.8,312.2,1515,36.8,162,0,0,0,0,0,0,NF
5632,Low,302.7,312.2,1376,52.8,164,0,0,0,0,0,0,NF
5633,Low,302.7,312.2,1447,47.5,166,0,0,0,0,0,0,NF
5634,Medium,302.6,312.2,1353,56.5,168,0,0,0,0,0,0,NF
5635,Low,302.6,312.1,1502,47.3,171,0,0,0,0,0,0,NF
5636,Low,302.6,312.0,1447,45.5,173,0,0,0,0,0,0,NF
5637,Medium,302.5,312.0,1487,46.1,175,0,0,0,0,0,0,NF
5638,Low,302.6,312.1,1519,38.1,178,0,0,0,0,0,0,NF
5639,Low,302.6,312.1,1668,28.7,180,0,0,0,0,0,1,NF
5640,Low,302.6,312.1,1420,51.6,182,0,0,0,0,0,0,NF
5641,Low,302.6,312.1,1473,37.3,184,0,0,0,0,0,0,NF
5642,Low,302.5,312.0,1495,38.8,186,0,0,0,0,0,0,NF
5643,Low,302.5,312.0,1574,42.0,188,0,0,0,0,0,0,NF
5644,Low,302.5,312.0,1383,51.3,190,0,0,0,0,0,0,NF
5645,Medium,302.5,312.0,1591,29.4,192,0,0,0,0,0,0,NF
5646,Medium,302.4,311.8,1644,37.2,195,0,0,0,0,0,0,NF
5647,High,302.5,311.8,2370,14.7,198,0,0,0,0,0,0,NF
5648,Low,302.5,311.9,1401,44.9,203,0,0,0,0,0,0,NF
5649,Medium,302.5,311.9,1414,51.6,205,0,0,0,0,0,0,NF
5650,Low,302.5,312.0,1456,46.3,208,0,0,0,0,0,0,NF
5651,Medium,302.5,312.0,1447,45.7,210,0,0,0,0,0,0,NF
5652,Low,302.4,311.8,1727,26.5,213,0,0,0,0,0,0,NF
5653,Low,302.4,311.7,1495,36.8,215,0,0,0,0,0,0,NF
5654,Low,302.3,311.6,1544,34.3,0,0,0,0,0,0,0,NF
5655,Low,302.3,311.5,1387,47.3,2,0,0,0,0,0,0,NF
5656,Medium,302.3,311.5,1316,47.2,4,0,0,0,0,0,0,NF
5657,Low,302.3,311.5,1794,26.1,7,0,0,0,0,0,0,NF
5658,Medium,302.2,311.4,1372,55.1,9,0,0,0,0,0,0,NF
5659,Medium,302.3,311.5,1674,30.0,12,0,0,0,0,0,0,NF
5660,Low,302.2,311.4,1477,41.7,15,0,0,0,0,0,0,NF
5661,Low,302.2,311.4,1397,53.0,17,0,0,0,0,0,0,NF
5662,Low,302.2,311.5,1616,34.0,19,0,0,0,0,0,0,NF
5663,Medium,302.3,311.5,1530,42.3,21,0,0,0,0,0,0,NF
5664,Medium,302.2,311.4,1539,35.1,24,0,0,0,0,0,0,NF
5665,Low,302.3,311.4,1845,21.9,27,0,0,0,0,0,0,NF
5666,Low,302.2,311.4,1430,43.1,29,0,0,0,0,0,0,NF
5667,Low,302.2,311.4,2080,19.2,31,0,0,0,0,0,0,NF
5668,Medium,302.2,311.4,1432,45.3,33,0,0,0,0,0,0,NF
5669,Medium,302.2,311.5,1479,39.5,36,0,0,0,0,0,0,NF
5670,Low,302.2,311.5,1424,45.2,39,0,0,0,0,0,0,NF
5671,High,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,NF
5672,High,302.1,311.6,1701,26.2,46,0,0,0,0,0,0,NF
5673,Low,302.2,311.6,1462,50.0,51,0,0,0,0,0,0,NF
5674,Medium,302.2,311.7,1393,42.5,53,0,0,0,0,0,0,NF
5675,Medium,302.3,311.7,1453,42.5,56,0,0,0,0,0,0,NF
5676,Low,302.3,311.8,1565,37.8,59,0,0,0,0,0,0,NF
5677,Low,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,NF
5678,Medium,302.2,311.7,1584,36.2,63,0,0,0,0,0,0,NF
5679,Medium,302.2,311.7,1466,49.0,66,0,0,0,0,0,0,NF
5680,Medium,302.2,311.6,1386,50.5,69,0,0,0,0,0,0,NF
5681,Low,302.2,311.6,1383,44.3,72,0,0,0,0,0,0,NF
5682,High,302.3,311.6,1441,53.9,74,0,0,0,0,0,0,NF
5683,Medium,302.2,311.6,1592,37.7,79,0,0,0,0,0,0,NF
5684,High,302.2,311.6,1594,36.8,82,0,0,0,0,0,0,NF
5685,Low,302.2,311.5,1482,45.6,87,0,0,0,0,0,0,NF
5686,Low,302.2,311.6,1658,31.4,89,0,0,0,0,0,0,NF
5687,Low,302.3,311.7,2170,18.2,91,0,0,0,0,0,0,NF
5688,Medium,302.3,311.7,1423,44.6,93,0,0,0,0,0,0,NF
5689,Low,302.4,311.8,1543,31.1,96,0,0,0,0,0,0,NF
5690,Low,302.3,311.8,1435,44.8,98,0,0,0,0,0,0,NF
5691,Low,302.4,311.8,1320,56.4,100,0,0,0,0,0,0,NF
5692,Medium,302.4,311.9,1313,55.7,102,0,0,0,0,0,0,NF
5693,Medium,302.4,311.8,1453,42.1,105,0,0,0,0,0,0,NF
5694,Low,302.4,311.8,1508,45.7,108,0,0,0,0,0,0,NF
5695,Low,302.4,311.8,1451,42.0,110,0,0,0,0,0,0,NF
5696,High,302.5,311.9,1595,34.6,112,0,0,0,0,0,0,NF
5697,Low,302.5,311.9,1354,49.4,117,0,0,0,0,0,0,NF
5698,Low,302.5,311.9,1265,59.8,119,0,0,0,0,0,0,NF
5699,Low,302.4,311.9,1867,25.9,121,0,0,0,0,0,0,NF
5700,Low,302.5,311.9,1497,41.6,123,0,0,0,0,0,0,NF
5701,Medium,302.5,311.9,1347,54.3,125,0,0,0,0,0,0,NF
5702,Low,302.3,311.7,1544,43.2,128,0,0,0,0,0,0,NF
5703,High,302.3,311.7,1456,45.4,130,0,0,0,0,0,0,NF
5704,Low,302.5,311.8,1335,52.7,135,0,0,0,0,0,0,NF
5705,Low,302.4,311.9,1452,43.1,137,0,0,0,0,0,0,NF
5706,Low,302.4,311.9,1290,70.0,139,1,0,0,1,0,0,PWF
5707,Low,302.4,311.8,1448,43.4,141,0,0,0,0,0,0,NF
5708,Low,302.3,311.7,1611,38.6,143,0,0,0,0,0,0,NF
5709,Low,302.2,311.7,1556,38.6,145,0,0,0,0,0,0,NF
5710,High,302.2,311.7,1413,46.5,147,0,0,0,0,0,0,NF
5711,Low,302.2,311.6,1545,35.9,152,0,0,0,0,0,0,NF
5712,Low,302.2,311.7,1330,54.6,154,0,0,0,0,0,0,NF
5713,Low,302.2,311.9,1596,38.0,156,0,0,0,0,0,0,NF
5714,Low,302.2,311.8,1618,36.0,158,0,0,0,0,0,0,NF
5715,High,302.2,311.9,1597,35.8,160,0,0,0,0,0,0,NF
5716,Low,302.3,312.0,1354,52.2,165,0,0,0,0,0,0,NF
5717,Low,302.3,312.0,1746,28.1,167,0,0,0,0,0,0,NF
5718,Low,302.4,312.0,1621,32.5,169,0,0,0,0,0,0,NF
5719,Low,302.3,312.0,1398,43.3,171,0,0,0,0,0,0,NF
5720,Low,302.3,311.9,1434,51.9,173,0,0,0,0,0,0,NF
5721,Medium,302.3,311.8,1443,43.4,175,0,0,0,0,0,0,NF
5722,Low,302.2,311.7,1488,44.6,178,0,0,0,0,0,0,NF
5723,Medium,302.3,311.8,1475,48.0,180,0,0,0,0,0,0,NF
5724,Low,302.3,311.8,1433,50.3,183,0,0,0,0,0,0,NF
5725,Medium,302.3,311.8,1557,34.1,185,0,0,0,0,0,0,NF
5726,Medium,302.4,311.9,1398,50.1,188,0,0,0,0,0,0,NF
5727,Medium,302.3,311.8,1559,34.4,191,0,0,0,0,0,0,NF
5728,Medium,302.4,311.9,1422,46.4,194,0,0,0,0,0,0,NF
5729,Medium,302.3,311.8,1463,35.7,197,0,0,0,0,0,0,NF
5730,Low,302.3,311.7,1793,25.3,200,0,0,0,0,0,0,NF
5731,Low,302.2,311.6,1872,20.4,202,0,0,0,0,0,0,NF
5732,Low,302.2,311.7,1412,44.5,204,0,0,0,0,0,0,NF
5733,Low,302.3,311.8,1487,43.2,206,0,0,0,0,0,0,NF
5734,Low,302.3,311.8,1369,56.2,208,1,0,0,0,1,0,OSF
5735,Low,302.4,311.8,1673,30.1,210,0,0,0,0,0,0,NF
5736,Medium,302.4,311.9,1439,36.6,212,0,0,0,0,0,0,NF
5737,Low,302.3,311.8,1574,42.8,215,0,0,0,0,0,0,NF
5738,Low,302.3,311.7,1281,48.8,0,0,0,0,0,0,0,NF
5739,Medium,302.2,311.7,1653,31.4,2,0,0,0,0,0,0,NF
5740,Medium,302.3,311.7,1535,38.3,5,0,0,0,0,0,0,NF
5741,Medium,302.3,311.7,1483,40.5,8,0,0,0,0,0,0,NF
5742,Low,302.3,311.7,1414,47.0,11,0,0,0,0,0,0,NF
5743,Medium,302.2,311.6,1379,42.9,13,0,0,0,0,0,0,NF
5744,High,302.2,311.5,1482,42.6,16,0,0,0,0,0,0,NF
5745,Low,302.1,311.5,1987,20.1,21,0,0,0,0,0,0,NF
5746,Medium,302.1,311.5,1635,31.6,23,0,0,0,0,0,0,NF
5747,Low,302.1,311.5,1533,39.4,26,0,0,0,0,0,0,NF
5748,Medium,302.2,311.7,1576,34.0,28,0,0,0,0,0,0,NF
5749,High,302.2,311.8,1330,62.4,31,0,0,0,0,0,0,NF
